iphone,gen,pro,plus,storage,color,price,cellular,unlocked,model,gsm,title,url
"iphone","6s","","","32gb","","113.00","","unlocked","a1688","a1688","apple iphone 6s  32gb   unlocked a1688","https://www.ebay.com/itm/apple-iphone-6s-32gb-unlocked-a1688/114159603815?hash=item1a94715067:g:7ecaaoswlyrefeeh"
"iphone","6s","","","16gb","","250.00","","unlocked","","","iphone 6s .unlocked.16gb","https://www.ebay.com/itm/iphone-6s-unlocked-16gb/283008800678?hash=item41e4a397a6:g:zsmaaoswjh5bigxe"
"iphone","xs","","","256gb","gold","750.00","verizon","","a1920","gsm","apple iphone xs   256gb   gold (verizon) a1920 (cdma + gsm)","https://www.ebay.com/itm/apple-iphone-xs-256gb-gold-verizon-a1920-cdma-gsm/392769513057?hash=item5b72e32661:g:qnkaaoswlsvejkwd"
"iphone","6","","","16gb","gold","145.00","at&t","","a1549","gsm","apple iphone 6   16gb   gold (at&t) a1549 (gsm)","https://www.ebay.com/itm/apple-iphone-6-16gb-gold-at-t-a1549-gsm/292889852159?hash=item44319878ff:g:f6gaaoswprtciqmb"
"iphone","6s","","","16gb","black","189.99","verizon","","","","verizon iphone 6s 16gb black good condition","https://www.ebay.com/itm/verizon-iphone-6s-16gb-black-good-condition/254000108394?hash=item3b2396136a:g:~~eaaoswk35b0opv"
"iphone","6","","","other","gold","200.00","","unlocked","","","iphone 6 rose gold unlocked","https://www.ebay.com/itm/iphone-6-rose-gold-unlocked/152873016410?hash=item2397f11c5a:g:nrmaaoswbp1ayl0x"
"iphone","7","","","32gb","gray","300.00","","unlocked","","","apple iphone 7   32gb    gray *used** and unlocked***","https://www.ebay.com/itm/apple-iphone-7-32gb-gray-used-and-unlocked/153465156469?hash=item23bb3c7375:g:qcgaaosweilbeavl"
"iphone","6s","","","16gb","gray","200.00","","unlocked","","gsm","apple iphone 6s   16gb   space gray (gsm unlocked)","https://www.ebay.com/itm/apple-iphone-6s-16gb-space-gray-gsm-unlocked/233519765540?hash=item365edcd824:g:o9uaaosww5hzjt2h"
"iphone","6s","","","16gb","gold","200.00","","unlocked","a1633","gsm","apple iphone 6s   16gb   gold (unlocked) a1633 (cdma + gsm)","https://www.ebay.com/itm/apple-iphone-6s-16gb-gold-unlocked-a1633-cdma-gsm/132913443616?hash=item1ef2423320:g:pukaaoswr7zcm46c"
"iphone","x","","","64gb","gray","599.00","","unlocked","a1901","gsm","apple iphone x   64gb   space gray (unlocked) a1901 (gsm)","https://www.ebay.com/itm/apple-iphone-x-64gb-space-gray-unlocked-a1901-gsm/352743081786?hash=item522120473a:g:2ocaaoswamrdj8wz"
"iphone","se","","","16gb","gray","124.97","verizon","unlocked","","","iphone se 16gb space gray (verizon unlocked) excellent condition","https://www.ebay.com/itm/iphone-se-16gb-space-gray-verizon-unlocked-excellent-condition/223675449154?hash=item3414187f42:g:urcaaoswg5xdhugk"
"iphone","xr","","","256gb","black","511.00","sprint","","a1984","gsm","apple iphone xr   256gb   black (sprint) a1984 (cdma + gsm)","https://www.ebay.com/itm/apple-iphone-xr-256gb-black-sprint-a1984-cdma-gsm/124159644586?hash=item1ce87dd3aa:g:3nwaaoswfinepbfp"
"iphone","other","","","other","","215.00","","","","","iphone 6s","https://www.ebay.com/itm/iphone-6s/283011263720?hash=item41e4c92ce8:g:vzqaaoswrwvbicck"
"iphone","6","","","other","gray","197.00","at&t","","","","iphone 6 (at&t) space gray 64gb","https://www.ebay.com/itm/iphone-6-at-t-space-gray-64gb/302684469054?hash=item467966773e:g:f0aaaosw4p1auykr"
"iphone","6","","","16gb","gold","125.00","verizon","","a1549","gsm","apple iphone 6   16gb   gold (verizon) a1549 (cdma + gsm)","https://www.ebay.com/itm/apple-iphone-6-16gb-gold-verizon-a1549-cdma-gsm/143524962076?hash=item216ac11f1c:g:a8iaaoswvc9eovxo"
"iphone","6s","","","16gb","gray","225.00","at&t","","a1633","gsm","apple iphone 6s   16gb   space gray (at&t) a1633 (cdma + gsm)","https://www.ebay.com/itm/apple-iphone-6s-16gb-space-gray-at-t-a1633-cdma-gsm/142738898634?hash=item213be6beca:g:9iaaaoswcnpavv2m"
"iphone","other","","","16gb","gold","250.00","","","","","gold 16gb iphone 6s","https://www.ebay.com/itm/gold-16gb-iphone-6s/263576143083?hash=item3d5e5cc4eb:g:cvwaaoswikdaumwg"
"iphone","7","","","32gb","gold","129.99","sprint","","a1660","a1660","apple iphone 7 32gb gold sprint a1660 smartphone clean esn","https://www.ebay.com/itm/apple-iphone-7-32gb-gold-sprint-a1660-smartphone-clean-esn/164090180390?hash=item2634897326:g:afaaaoswt-heto4l"
"iphone","6s","","plus","32gb","silver","139.95","","","a1687","gsm","apple iphone 6s plus   32gb   silver (t mobile) a1687 (cdma + gsm)","https://www.ebay.com/itm/apple-iphone-6s-plus-32gb-silver-t-mobile-a1687-cdma-gsm/392745567230?hash=item5b7175c3fe:g:dpwaaoswq9zeg4vl"
"iphone","6s","","","16gb","silver","189.00","","unlocked","","","apple iphone 6s   16gb   silver (unlocked) used  great condition","https://www.ebay.com/itm/apple-iphone-6s-16gb-silver-unlocked-used-great-condition/183478524854?hash=item2ab82c1bb6:g:x5oaaoswluhbfruq"
"iphone","7","","plus","256gb","black","230.00","at&t","unlocked","","gsm","apple iphone 7 plus 256gb black   gsm unlocked at&t t mobile gsm only 7434029","https://www.ebay.com/itm/apple-iphone-7-plus-256gb-black-gsm-unlocked-at-t-t-mobile-gsm-only-7434029/402231870793?hash=item5da6e34549:g:7yoaaoswv-1emas3"
"iphone","6s","","","32gb","gray","139.99","","unlocked","a1633","gsm","apple iphone 6s   32gb   space gray (unlocked) a1633 (cdma   gsm)","https://www.ebay.com/itm/apple-iphone-6s-32gb-space-gray-unlocked-a1633-cdma-gsm/283730705385?hash=item420faafbe9:g:boeaaosw14zedvd6"
"iphone","x","","","64gb","gray","700.00","at&t","","a1901","gsm","apple iphone x   64gb   space gray (at&t) a1901 (gsm)","https://www.ebay.com/itm/apple-iphone-x-64gb-space-gray-at-t-a1901-gsm/183812594804?hash=item2acc159c74:g:nvcaaoswnppbycr9"
"iphone","6","","","128gb","","289.00","at&t","unlocked","a1549","gsm","rare ios 9.3.4   apple iphone 6   128gb a1549 4.7” gsm unlocked at&t t mobile","https://www.ebay.com/itm/rare-ios-9-3-4-apple-iphone-6-128gb-a1549-4-7-gsm-unlocked-at-t-t-mobile/164153205405?hash=item26384b229d:g:jzaaaoswohvekra-"
"iphone","6s","","","128gb","gray","137.73","","unlocked","a1633","gsm","apple iphone 6s a1633 128gb space gray! good condition! gsm unlocked!","https://www.ebay.com/itm/apple-iphone-6s-a1633-128gb-space-gray-good-condition-gsm-unlocked/193189809923?hash=item2cfb028f03:g:un0aaoswdabdvjel"
"iphone","6","","plus","16gb","gray","229.99","at&t","","a1522","gsm","apple iphone 6 plus   16gb   space gray at&t a1522 (gsm) smartphone","https://www.ebay.com/itm/apple-iphone-6-plus-16gb-space-gray-at-t-a1522-gsm-smartphone/324065332379?hash=item4b73cc8c9b:g:okqaaoswwyxepd5l"
"iphone","6","","","128gb","gold","315.00","","unlocked","a1586","gsm","apple iphone 6   128gb   gold (unlocked) a1586 (cdma + gsm)","https://www.ebay.com/itm/apple-iphone-6-128gb-gold-unlocked-a1586-cdma-gsm/323453399578?hash=item4b4f53321a:g:m8waaoswnvhaju6m"
"iphone","8","","","64gb","silver","700.00","","","","","iphone 8 64gb silver","https://www.ebay.com/itm/iphone-8-64gb-silver/273127811952?hash=item3f97afab70:g:3lwaaosw8k5at~sy"
"iphone","6s","","plus","16gb","silver","197.77","sprint","","a1687","gsm","apple iphone 6s plus   16gb   silver (sprint) a1687 (cdma + gsm)","https://www.ebay.com/itm/apple-iphone-6s-plus-16gb-silver-sprint-a1687-cdma-gsm/264590351792?hash=item3d9ad05db0:g:6ksaaoswq4lee2qk"
"iphone","6","","","16gb","gold","150.00","verizon","","a1549","gsm","apple iphone 6   16gb   gold (verizon) a1549 (cdma + gsm)","https://www.ebay.com/itm/apple-iphone-6-16gb-gold-verizon-a1549-cdma-gsm/233445682682?hash=item365a726dfa:g:z9saaoswvxbea8rg"
"iphone","6s","","","16gb","gray","200.00","at&t","","a1633","gsm","apple iphone 6s   16gb   space gray (at&t) a1633 (cdma + gsm)","https://www.ebay.com/itm/apple-iphone-6s-16gb-space-gray-at-t-a1633-cdma-gsm/153188727271?hash=item23aac279e7:g:6qkaaoswkdpbpauc"
"iphone","7","","plus","32gb","gold","300.00","at&t","unlocked","","","apple iphone 7 plus   32gb gold (at&t cricket h20 net10) grade b unlocked","https://www.ebay.com/itm/apple-iphone-7-plus-32gb-gold-at-t-cricket-h20-net10-grade-b-unlocked/254428924984?hash=item3b3d254c38:g:tzyaaoswvbhcs1zz"
"iphone","7","","","32gb","black","140.00","","unlocked","mn9d2ll/a","","apple mn9d2ll/a iphone 7 (unlocked) smartphone 32gb   black","https://www.ebay.com/itm/apple-mn9d2ll-a-iphone-7-unlocked-smartphone-32gb-black/193423561636?hash=item2d08f153a4:g:lxgaaoswwyxdb3fh"
"iphone","7","","plus","32gb","gold","269.99","at&t","","a1784","a1784","apple iphone 7 plus 32gb at&t att 4g lte 32 gb ios smartphone rose gold a1784","https://www.ebay.com/itm/apple-iphone-7-plus-32gb-at-t-att-4g-lte-32-gb-ios-smartphone-rose-gold-a1784/254104402280?hash=item3b29cd7968:g:is4aaoswumjdesb9"
"iphone","6","","","16gb","gray","150.00","","unlocked","","","apple iphone 6   16gb   space gray   unlocked","https://www.ebay.com/itm/apple-iphone-6-16gb-space-gray-unlocked/254174087901?hash=item3b2df4cadd:g:5bwaaoswt95c2lpu"
"iphone","6s","","","32gb","gray","360.00","","unlocked","a1633","gsm","apple iphone 6s   32gb   space gray (unlocked) a1633 (cdma + gsm)","https://www.ebay.com/itm/apple-iphone-6s-32gb-space-gray-unlocked-a1633-cdma-gsm/132664057326?hash=item1ee364ddee:g:jlwaaoswzhrbiuc8"
"iphone","6","","","16gb","gray","169.99","sprint","","a1586","gsm","apple iphone 6   16gb   space gray (sprint) a1586 (cdma + gsm)","https://www.ebay.com/itm/apple-iphone-6-16gb-space-gray-sprint-a1586-cdma-gsm/283359481169?hash=item41f98a8d51:g:rfwaaosw10vcuj0~"
"iphone","6s","","","64gb","gold","275.00","at&t","","a1633","gsm","apple iphone 6s   64gb   rose gold (at&t) a1633 (cdma + gsm)","https://www.ebay.com/itm/apple-iphone-6s-64gb-rose-gold-at-t-a1633-cdma-gsm/163282955665?hash=item26046c2d91:g:mysaaosw38vbrb01"
"iphone","7","","plus","256gb","","239.00","","unlocked","","","apple iphone 7 plus 256gb rose unlocked att tmobile only w/ 100% batt! 7432918","https://www.ebay.com/itm/apple-iphone-7-plus-256gb-rose-unlocked-att-tmobile-only-w-100-batt-7432918/293550440325?hash=item4458f83f85:g:etaaaoswx39emirp"
"iphone","6","","","16gb","gray","500.00","at&t","","a1549","gsm","apple iphone 6   16gb   space gray (at&t) a1549 (gsm)","https://www.ebay.com/itm/apple-iphone-6-16gb-space-gray-at-t-a1549-gsm/153745251465?hash=item23cbee5c89:g:dhmaaoswg9hdcu7f"
"iphone","6","","","16gb","gold","200.00","","unlocked","a1549","gsm","apple iphone 6   16gb   gold (unlocked) a1549 (gsm)","https://www.ebay.com/itm/apple-iphone-6-16gb-gold-unlocked-a1549-gsm/283640518787?hash=item420a4ad883:g:aq0aaosws1jdolso"
"iphone","6s","","","64gb","silver","88.00","at&t","","a1633","gsm","apple iphone 6s   64gb   silver (at&t) a1633 (cdma + gsm)","https://www.ebay.com/itm/apple-iphone-6s-64gb-silver-at-t-a1633-cdma-gsm/333579356221?hash=item4daae1083d:g:qucaaoswaljeljrf"
"iphone","6s","","","other","","300.00","","","","","iphone 6s 64gb att","https://www.ebay.com/itm/iphone-6s-64gb-att/162833940283?hash=item25e9a8bf3b:g:9t4aaoswlmlatpox"
"iphone","other","","","other","","100.00","","","","","iphone 6s","https://www.ebay.com/itm/iphone-6s/254298208459?hash=item3b355ab8cb:g:98maaoswipzdllko"
"iphone","6s","","","128gb","gray","180.00","","unlocked","a1688","gsm","apple iphone 6s   128gb   space gray (unlocked) a1688 (cdma + gsm)","https://www.ebay.com/itm/apple-iphone-6s-128gb-space-gray-unlocked-a1688-cdma-gsm/132931227241?hash=item1ef3518e69:g:gleaaoswiknctlpz"
"iphone","6","","","128gb","gold","169.00","sprint","","a1586","gsm","apple iphone 6   128gb   gold (sprint) a1586 (cdma   gsm)","https://www.ebay.com/itm/apple-iphone-6-128gb-gold-sprint-a1586-cdma-gsm/114188152058?hash=item1a9624ecfa:g:mpgaaoswaqfelydm"
"iphone","7","","","other","black","350.00","","","a1778","a1778","iphone 7 att 256gb a1778 black excellent condition","https://www.ebay.com/itm/iphone-7-att-256gb-a1778-black-excellent-condition/254050499542?hash=item3b2696fbd6:g:r7oaaoswap9clrlm"
"iphone","6","","","64gb","silver","152.00","verizon","","a1549","gsm","apple iphone 6   64gb   silver (verizon) a1549 (cdma + gsm)","https://www.ebay.com/itm/apple-iphone-6-64gb-silver-verizon-a1549-cdma-gsm/274329297566?hash=item3fdf4ce29e:g:q5eaaoswhmfei0sk"
"iphone","6s","","","32gb","silver","199.00","verizon","","a1688","gsm","apple iphone 6s   32gb   silver (verizon) a1688 (cdma + gsm)","https://www.ebay.com/itm/apple-iphone-6s-32gb-silver-verizon-a1688-cdma-gsm/192834317268?hash=item2ce5d22bd4:g:15qaaoswnqrcgpjc"
"iphone","6","","","16gb","gray","95.99","verizon","unlocked","a1549","gsm","apple iphone 6   16gb   space gray (verizon) a1549 (cdma + gsm) unlocked","https://www.ebay.com/itm/apple-iphone-6-16gb-space-gray-verizon-a1549-cdma-gsm-unlocked/283372276870?hash=item41fa4dcc86:g:tlwaaoswpsbcxwjq"
"iphone","6","","","128gb","gray","99.99","","unlocked","a1549","a1549","apple iphone 6 128gb space gray (unlocked) a1549","https://www.ebay.com/itm/apple-iphone-6-128gb-space-gray-unlocked-a1549/113834309542?hash=item1a810db7a6:g:twkaaoswxkndpehm"
"iphone","6","","plus","128gb","gold","195.00","at&t","","a1522","gsm","apple iphone 6 plus   128gb   gold (at&t) a1522 (gsm)","https://www.ebay.com/itm/apple-iphone-6-plus-128gb-gold-at-t-a1522-gsm/173896778700?hash=item287d0e43cc:g:5b8aaoswe4xc0kb5"
"iphone","7","","","32gb","black","389.00","sprint","","a1660","gsm","apple iphone 7   32gb   black (sprint) a1660 (cdma + gsm)","https://www.ebay.com/itm/apple-iphone-7-32gb-black-sprint-a1660-cdma-gsm/322950085426?hash=item4b31533b32:g:q2qaaoswivhaoz6y"
"iphone","7","","","128gb","silver","450.00","","","","gsm","apple iphone 7   128gb   silver (gsm)","https://www.ebay.com/itm/apple-iphone-7-128gb-silver-gsm/282780216447?hash=item41d703ac7f:g:ydwaaoswbtnaov7z"
"iphone","6","","","16gb","grey","200.00","","unlocked","a1549","gsm","apple iphone 6   16gb    space grey (unlocked) a1549 (gsm) extras","https://www.ebay.com/itm/apple-iphone-6-16gb-space-grey-unlocked-a1549-gsm-extras/332963175828?hash=item4d8626dd94:g:lj8aaoswo-hcgxnd"
"iphone","6","","","64gb","silver","200.00","verizon","","a1549","gsm","apple iphone 6   64gb   silver (verizon) a1549 (cdma + gsm)","https://www.ebay.com/itm/apple-iphone-6-64gb-silver-verizon-a1549-cdma-gsm/273552404388?hash=item3fb0fe6fa4:g:mqiaaoswg-xb5g9w"
"iphone","7","","","other","gold","400.00","","","","","apple iphone 7 32 gb rose gold","https://www.ebay.com/itm/apple-iphone-7-32-gb-rose-gold/282911093915?hash=item41ded0b49b:i:282911093915"
"iphone","6s","","","64gb","silver","200.00","","unlocked","a1688","gsm","apple iphone 6s   64gb   silver (unlocked) a1688 (cdma + gsm)","https://www.ebay.com/itm/apple-iphone-6s-64gb-silver-unlocked-a1688-cdma-gsm/163787017790?hash=item2622778e3e:g:rdiaaosw5pjdkoy1"
"iphone","6s","","","64gb","gold","110.00","at&t","","a1633","gsm","apple iphone 6s   64gb   rose gold (at&t) a1633 (cdma + gsm)","https://www.ebay.com/itm/apple-iphone-6s-64gb-rose-gold-at-t-a1633-cdma-gsm/114189626853?hash=item1a963b6de5:g:2scaaoswxazemhuf"
"iphone","6","","","64gb","gold","220.00","","","a1549","gsm","apple iphone 6   64gb   gold (t mobile) a1549 (gsm)","https://www.ebay.com/itm/apple-iphone-6-64gb-gold-t-mobile-a1549-gsm/112785738527?hash=item1a428dcb1f:g:dzaaaoswkxdacnbh"
"iphone","7","","","32gb","gold","600.00","sprint","","","","apple iphone 7   32gb   rose gold (sprint) smartphone","https://www.ebay.com/itm/apple-iphone-7-32gb-rose-gold-sprint-smartphone/142530116964?hash=item212f74fd64:g:kcuaaoswhlzz0wi0"
"iphone","6","","","16gb","silver","135.00","","","a1549","gsm","apple iphone 6   16gb   silver (t mobile) a1549 (gsm)","https://www.ebay.com/itm/apple-iphone-6-16gb-silver-t-mobile-a1549-gsm/233136295362?hash=item3648018dc2:g:gqeaaoswl35cap62"
"iphone","7","","","32gb","black","189.99","sprint","","","","apple iphone 7 32gb black sprint carrier only clean esn 12.4.1 #100","https://www.ebay.com/itm/apple-iphone-7-32gb-black-sprint-carrier-only-clean-esn-12-4-1-100/174220646972?hash=item28905c1a3c:g:k6maaoswpefebalx"
"iphone","6","","","64gb","gray","149.99","at&t","","a1549","gsm","apple iphone 6   64gb   space gray (at&t) a1549 (gsm)","https://www.ebay.com/itm/apple-iphone-6-64gb-space-gray-at-t-a1549-gsm/223270298890?hash=item33fbf2650a:g:9smaaoswo-pcboku"
"iphone","6s","","","64gb","gold","149.99","at&t","","a1633","gsm","apple iphone 6s   64gb   rose gold (at&t) a1633 (cdma + gsm)","https://www.ebay.com/itm/apple-iphone-6s-64gb-rose-gold-at-t-a1633-cdma-gsm/254553170520?hash=item3b448d2258:g:qluaaosw2fhecr9y"
"iphone","6s","","","16gb","gold","190.00","","unlocked","a1688","gsm","apple iphone 6s   16gb   rose gold (unlocked) a1688 (cdma + gsm)","https://www.ebay.com/itm/apple-iphone-6s-16gb-rose-gold-unlocked-a1688-cdma-gsm/263990307540?hash=item3d770c6ad4:g:cosaaosw2jnbw7f-"
"iphone","5","","","other","silver","199.00","at&t","","","","apple iphone 5 at&t 16 gb white & silver","https://www.ebay.com/itm/apple-iphone-5-at-t-16-gb-white-silver/263521660900?hash=item3d5b1d6fe4:g:~nqaaoswyz5afg1r"
"iphone","6s","","plus","16gb","silver","239.00","at&t","","a1634","gsm","apple iphone 6s plus   16gb   silver (at&t) a1634 (cdma + gsm)","https://www.ebay.com/itm/apple-iphone-6s-plus-16gb-silver-at-t-a1634-cdma-gsm/233231805408?hash=item364db2ebe0:g:vnkaaoswz9xc4m9h"
"iphone","6s","","plus","16gb","gold","199.99","","unlocked","a1634","gsm","good   apple iphone 6s plus   16gb   gold (unlocked) a1634 (cdma + gsm)","https://www.ebay.com/itm/good-apple-iphone-6s-plus-16gb-gold-unlocked-a1634-cdma-gsm/283635290528?hash=item4209fb11a0:g:cuwaaosw1updmwj3"
"iphone","6s","","plus","32gb","gray","228.99","","","a1634","gsm","apple iphone 6s plus   32gb   space gray (straight talk) a1634 (cdma  + gsm)","https://www.ebay.com/itm/apple-iphone-6s-plus-32gb-space-gray-straight-talk-a1634-cdma-gsm/383230441966?hash=item593a5079ee:g:jggaaoswvyndshfx"
"iphone","6","","","16gb","gray","290.00","","unlocked","","","excellent condition apple iphone 6   16gb   space gray (unlocked) smartphone","https://www.ebay.com/itm/excellent-condition-apple-iphone-6-16gb-space-gray-unlocked-smartphone/322701137394?hash=item4b227c95f2:g:lswaaosw9sjzqmra"
"iphone","7","","plus","256gb","","239.00","at&t","unlocked","","","apple iphone 7 plus 256gb white unlocked at&t tmobile only w/ 100% batt! 7434046","https://www.ebay.com/itm/apple-iphone-7-plus-256gb-white-unlocked-at-t-tmobile-only-w-100-batt-7434046/402231870056?hash=item5da6e34268:g:-jgaaosw6n9emara"
"iphone","8","","","64gb","gray","225.00","","","a1905","gsm","apple iphone 8   64gb   space gray (t mobile) a1905 (gsm)","https://www.ebay.com/itm/apple-iphone-8-64gb-space-gray-t-mobile-a1905-gsm/164165887767?hash=item26390ca717:g:zoaaaoswrvrem2na"
"iphone","6","","","32gb","gray","275.23","sprint","","a1586","gsm","apple iphone 6   32gb   space gray (sprint) a1586 (cdma + gsm)","https://www.ebay.com/itm/apple-iphone-6-32gb-space-gray-sprint-a1586-cdma-gsm/293455970290?hash=item445356bff2:i:293455970290"
"iphone","6s","","plus","16gb","gold","199.77","at&t","","a1634","gsm","apple iphone 6s plus at&t   16gb   rose gold a1634 (cdma + gsm)","https://www.ebay.com/itm/apple-iphone-6s-plus-at-t-16gb-rose-gold-a1634-cdma-gsm/193426814528?hash=item2d0922f640:g:~vmaaosw~t5emte5"
"iphone","6","","","16gb","gray","198.91","verizon","","","","apple iphone 6   16gb   space gray (verizon/at&t/sprint/t mobile & more)","https://www.ebay.com/itm/apple-iphone-6-16gb-space-gray-verizon-at-t-sprint-t-mobile-more/201849358251?hash=item2eff28c7ab:g:mnuaaoswxlfzh1ke"
"iphone","5","","","16gb","","250.00","at&t","","","","(((((((apple iphone 5 white 16gb at&t ((((((($300)))))))","https://www.ebay.com/itm/apple-iphone-5-white-16gb-at-t-300/291347786386?hash=item43d5ae6a92:g:ezwaaosw8d9uri41"
"iphone","6s","","","128gb","gold","249.99","","unlocked","a1688","gsm","apple iphone 6s   128gb   gold (unlocked) a1688 (cdma + gsm)","https://www.ebay.com/itm/apple-iphone-6s-128gb-gold-unlocked-a1688-cdma-gsm/114154783599?hash=item1a9427c36f:g:vn8aaosw32fednvd"
"iphone","6s","","","128gb","gold","136.94","","unlocked","a1633","gsm","apple iphone 6s a1633 128gb rose gold! very good condition! gsm unlocked!","https://www.ebay.com/itm/apple-iphone-6s-a1633-128gb-rose-gold-very-good-condition-gsm-unlocked/254497053645?hash=item3b4134dbcd:g:xr4aaoswllhemdla"
"iphone","7","","","128gb","gold","252.38","","","","","apple iphone 7 128gb gold","https://www.ebay.com/itm/apple-iphone-7-128gb-gold/174242839757?hash=item2891aebccd:g:j4qaaoswgszei5m~"
"iphone","6","","","16gb","silver","150.00","at&t","","a1549","gsm","apple iphone 6   16gb   silver (at&t) a1549 (gsm)","https://www.ebay.com/itm/apple-iphone-6-16gb-silver-at-t-a1549-gsm/273601349452?hash=item3fb3e9474c:g:pmuaaoswpppcdc97"
"iphone","6s","","plus","16gb","gold","242.10","at&t","","a1634","a1634","apple iphone 6s plus   16gb at&t gold a1634","https://www.ebay.com/itm/apple-iphone-6s-plus-16gb-at-t-gold-a1634/392292034247?hash=item5b566d66c7:g:o6iaaoswizhcxz2e"
"iphone","6s","","","32gb","gray","154.00","at&t","","a1633","gsm","apple iphone 6s   32gb   space gray (at&t) a1633 (cdma + gsm)","https://www.ebay.com/itm/apple-iphone-6s-32gb-space-gray-at-t-a1633-cdma-gsm/303529768518?hash=item46abc8b646:g:a9caaosw~upehvtc"
"iphone","6s","","plus","16gb","gray","119.00","at&t","","a1634","gsm","apple iphone 6s plus   16gb   space gray (at&t) a1634 (cdma + gsm)","https://www.ebay.com/itm/apple-iphone-6s-plus-16gb-space-gray-at-t-a1634-cdma-gsm/174208371367?hash=item288fa0caa7:g:lsiaaoswcehexvl3"
"iphone","other","","","other","","380.00","","","","","brand new iphone 6!","https://www.ebay.com/itm/brand-new-iphone-6/253320757949?hash=item3afb1802bd:g:mlwaaoswcmfaowq5"
"iphone","4s","","","16gb","black","19.99","verizon","","a1387","a1387","apple iphone 4s   16gb   black (verizon) a1387 clean imei","https://www.ebay.com/itm/apple-iphone-4s-16gb-black-verizon-a1387-clean-imei/174256056695?hash=item2892786977:g:pu0aaoswe-renlr5"
"iphone","6","","","64gb","gray","249.99","","unlocked","a1549","gsm","apple iphone 6 64gb   space gray (unlocked) a1549 (cdma + gsm)","https://www.ebay.com/itm/apple-iphone-6-64gb-space-gray-unlocked-a1549-cdma-gsm/302800014398?hash=item4680498c3e:g:6raaaoswohjbq9vl"
"iphone","6s","","plus","128gb","gold","275.00","sprint","","","","used apple iphone 6s plus   128gb   rose gold (sprint) perfect condition!","https://www.ebay.com/itm/used-apple-iphone-6s-plus-128gb-rose-gold-sprint-perfect-condition/323547407951?hash=item4b54eda64f:g:om4aaoswntpbclbu"
"iphone","6s","","","128gb","","120.00","at&t","","","","apple iphone 6s   128gb   at&t used","https://www.ebay.com/itm/apple-iphone-6s-128gb-at-t-used/184222278623?hash=item2ae480e3df:g:t6oaaoswo~1ed~cv"
"iphone","6s","","","64gb","gray","250.00","","unlocked","a1633","gsm","apple iphone 6s   64gb   space gray (unlocked) a1633 (cdma + gsm)","https://www.ebay.com/itm/apple-iphone-6s-64gb-space-gray-unlocked-a1633-cdma-gsm/153673127025?hash=item23c7a1d471:g:fiyaaosw5~ldmnkt"
"iphone","6s","","","other","gray","220.00","","unlocked","","","apple iphone 6s space gray 64gb unlocked","https://www.ebay.com/itm/apple-iphone-6s-space-gray-64gb-unlocked/143241931782?hash=item2159e26c06:g:lrqaaosw0w1c0ldj"
"iphone","x","","","64gb","silver","599.00","at&t","","a1901","a1901","price lowered. excellent apple iphone x 64gb silver at&t a1901 w all accessories","https://www.ebay.com/itm/price-lowered-excellent-apple-iphone-x-64gb-silver-at-t-a1901-w-all-accessories/174008689465?hash=item2883b9e339:g:8kyaaoswuffdyq8u"
"iphone","xs","","max","64gb","","560.00","verizon","unlocked","","","apple iphone xs max 64gb | unlocked verizon at&t t mobile sprint","https://www.ebay.com/itm/apple-iphone-xs-max-64gb-unlocked-verizon-at-t-t-mobile-sprint/174243291758?hash=item2891b5a26e:g:opmaaosw1dveedga"
"iphone","6s","","","32gb","gold","229.99","","unlocked","a1688","gsm","apple iphone 6s   32gb   rose gold (unlocked) a1688 (cdma + gsm)","https://www.ebay.com/itm/apple-iphone-6s-32gb-rose-gold-unlocked-a1688-cdma-gsm/174233062020?hash=item2891198a84:g:x0kaaoswssdefmxr"
"iphone","6","","plus","16gb","","300.00","","","","","apple iphone 6 plus t mobile. 16gb. great condition!","https://www.ebay.com/itm/apple-iphone-6-plus-t-mobile-16gb-great-condition/253106008631?hash=item3aee4b3237:g:lweaaoswektzmbwn"
"iphone","6s","","","16gb","gray","129.99","verizon","","a1688","gsm","apple iphone 6s   16gb   space gray (verizon) a1688 (cdma + gsm) (19 9k)","https://www.ebay.com/itm/apple-iphone-6s-16gb-space-gray-verizon-a1688-cdma-gsm-19-9k/402047313266?hash=item5d9be32572:g:rsaaaoswx3vd0pyd"
"iphone","6s","","","16gb","gold","140.00","","","","","apple iphone 6s   16gb   rose gold t mobile","https://www.ebay.com/itm/apple-iphone-6s-16gb-rose-gold-t-mobile/253832458629?hash=item3b1997f185:g:uj0aaoswoijbgibe"
"iphone","6","","","16gb","silver","250.00","at&t","","","","apple iphone 6   16gb   silver (at&t) smartphone","https://www.ebay.com/itm/apple-iphone-6-16gb-silver-at-t-smartphone/253077744511?hash=item3aec9beb7f:g:w-8aaoswjkvzhbfc"
"iphone","6","","","32gb","gold","204.00","","unlocked","","","apple iphone 6   32gb   gold (unlocked)","https://www.ebay.com/itm/apple-iphone-6-32gb-gold-unlocked/312764468801?hash=item48d2370e41:g:vfcaaosw1jvafxxt"
"iphone","6","","","16gb","silver","100.00","at&t","","a1549","gsm","apple iphone 6   16gb   silver (at&t) a1549 (gsm)","https://www.ebay.com/itm/apple-iphone-6-16gb-silver-at-t-a1549-gsm/312825681729?hash=item48d5dd1741:g:jk0aaoswaqhdutim"
